name of the site,location(x_y),area, areaX, perimeter, perimeterX, areaEnclosingCircle, areaFitEllipse, areaMinAreaRectangle, eccentricity, orientation, convexity, 0degDiam, 45degDiam, 90degDiam, 135degDiam
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 682_2530,4.04E-16,5.16E-16,7.61E-08,9.06E-08,4.54E-16,1.64E-15,5.13E-16,0.967248842,16.14148521,0.971052632,5.81E-08,5.90E-08,5.81E-08,5.90E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 770_2532,3.91E-16,5.03E-16,7.56E-08,9.06E-08,4.54E-16,1.60E-15,5.07E-16,0.928950487,176.8101654,0.968383017,5.81E-08,5.90E-08,5.81E-08,5.81E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 960_2530,4.26E-16,5.41E-16,7.83E-08,9.23E-08,4.87E-16,1.74E-15,5.32E-16,0.940893745,156.7082062,0.974145121,5.98E-08,5.98E-08,5.81E-08,5.81E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1146_2532,4.26E-16,5.43E-16,8.00E-08,9.40E-08,4.91E-16,1.72E-15,5.52E-16,0.916929503,154.4069366,0.962901896,5.73E-08,5.73E-08,5.81E-08,5.81E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1794_2530,3.86E-16,4.97E-16,7.54E-08,8.89E-08,4.44E-16,1.57E-15,4.94E-16,0.946495663,150.646347,0.963536919,5.81E-08,5.90E-08,5.81E-08,5.81E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2074_2532,4.38E-16,5.55E-16,7.95E-08,9.40E-08,4.97E-16,1.79E-15,5.52E-16,0.941906706,153.2157898,0.971682848,5.55E-08,5.81E-08,5.81E-08,5.90E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2166_2532,4.35E-16,5.53E-16,8.12E-08,9.57E-08,5.19E-16,1.77E-15,5.72E-16,0.909841329,122.4356995,0.962035541,5.90E-08,5.98E-08,5.81E-08,5.98E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2540_2532,3.68E-16,4.78E-16,7.49E-08,8.89E-08,4.68E-16,1.52E-15,4.93E-16,0.914726044,139.787674,0.95184136,5.73E-08,5.81E-08,5.81E-08,5.81E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3094_2532,4.84E-16,6.04E-16,8.19E-08,9.74E-08,5.75E-16,1.99E-15,5.91E-16,0.936785341,174.9795685,0.984398217,5.90E-08,6.07E-08,5.81E-08,5.90E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 218_2532,4.49E-16,5.67E-16,8.07E-08,9.57E-08,5.11E-16,1.83E-15,5.72E-16,0.958072684,150.9447479,0.970031546,5.64E-08,5.81E-08,5.81E-08,5.90E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 404_2534,4.35E-16,5.53E-16,8.02E-08,9.57E-08,5.03E-16,1.78E-15,5.52E-16,0.985825782,156.0513153,0.96437247,5.55E-08,5.64E-08,5.81E-08,5.90E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 586_2534,4.21E-16,5.35E-16,7.83E-08,9.23E-08,4.84E-16,1.73E-15,5.32E-16,0.984691404,134.7731781,0.966442953,5.98E-08,5.90E-08,5.81E-08,5.73E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1334_2532,3.95E-16,5.07E-16,7.61E-08,9.06E-08,4.47E-16,1.61E-15,4.94E-16,0.965671452,157.0259552,0.969506726,5.73E-08,5.81E-08,5.81E-08,5.90E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1516_2534,3.96E-16,5.07E-16,7.69E-08,8.89E-08,4.85E-16,1.63E-15,4.94E-16,0.925553867,127.5458984,0.962699822,5.64E-08,5.81E-08,5.81E-08,5.81E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1610_2534,3.65E-16,4.72E-16,7.29E-08,8.54E-08,4.24E-16,1.49E-15,4.56E-16,0.925104782,154.8390045,0.970845481,5.73E-08,5.81E-08,5.81E-08,5.81E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1704_2534,3.76E-16,4.86E-16,7.44E-08,8.89E-08,4.29E-16,1.53E-15,4.94E-16,0.95318072,143.9344635,0.968984962,5.64E-08,5.81E-08,5.81E-08,5.98E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1886_2532,4.50E-16,5.67E-16,8.10E-08,9.40E-08,5.16E-16,1.85E-15,5.52E-16,0.966999474,65.14345551,0.9693155,6.07E-08,6.07E-08,5.81E-08,5.81E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1984_2532,4.12E-16,5.26E-16,7.73E-08,9.23E-08,4.70E-16,1.68E-15,5.32E-16,0.973248186,132.1509399,0.968240343,5.81E-08,5.90E-08,5.81E-08,5.90E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2352_2534,4.59E-16,5.80E-16,8.24E-08,9.74E-08,5.32E-16,1.86E-15,5.93E-16,0.957908025,146.3047791,0.968437259,5.81E-08,5.81E-08,5.81E-08,5.73E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2446_2532,4.02E-16,5.13E-16,7.64E-08,8.89E-08,4.89E-16,1.67E-15,4.93E-16,0.927651595,115.0109406,0.971756399,5.73E-08,6.07E-08,5.81E-08,5.90E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2632_2532,3.93E-16,5.05E-16,7.56E-08,9.06E-08,4.74E-16,1.62E-15,5.13E-16,0.951947202,132.2043762,0.967625899,5.73E-08,5.90E-08,5.81E-08,5.98E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2818_2534,4.36E-16,5.53E-16,8.10E-08,9.40E-08,5.12E-16,1.79E-15,5.52E-16,0.964253764,138.1678009,0.959036145,5.81E-08,5.81E-08,5.81E-08,5.81E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2912_2534,3.83E-16,4.94E-16,7.49E-08,8.89E-08,4.47E-16,1.55E-15,4.94E-16,0.930200068,136.7242126,0.969529086,5.64E-08,5.81E-08,5.81E-08,5.81E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3000_2532,4.15E-16,5.29E-16,7.78E-08,9.23E-08,4.74E-16,1.68E-15,5.32E-16,0.976914707,138.1281586,0.970136519,5.98E-08,5.98E-08,5.81E-08,5.90E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3838_2534,4.44E-16,5.61E-16,8.00E-08,9.40E-08,5.37E-16,1.82E-15,5.52E-16,0.929356427,152.7900696,0.973578863,5.73E-08,5.90E-08,5.81E-08,5.90E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 120_2536,4.11E-16,5.24E-16,7.66E-08,9.06E-08,4.62E-16,1.68E-15,5.13E-16,0.971892867,169.6298065,0.974048443,5.90E-08,5.90E-08,5.81E-08,5.73E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1420_2536,4.32E-16,5.49E-16,7.97E-08,9.57E-08,5.11E-16,1.76E-15,5.52E-16,0.960352243,8.129347801,0.968058968,5.98E-08,5.90E-08,5.81E-08,5.73E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2260_2534,4.16E-16,5.30E-16,7.78E-08,9.23E-08,4.75E-16,1.70E-15,5.13E-16,0.984632117,124.4289169,0.972672929,5.73E-08,5.90E-08,5.81E-08,5.90E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2726_2534,3.98E-16,5.11E-16,7.71E-08,9.06E-08,4.60E-16,1.62E-15,5.13E-16,0.952236244,136.437027,0.963780919,5.73E-08,5.90E-08,5.81E-08,6.07E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3278_2536,4.05E-16,5.16E-16,7.64E-08,8.89E-08,5.05E-16,1.70E-15,4.94E-16,0.896555039,148.2794495,0.971954426,5.90E-08,5.90E-08,5.81E-08,5.73E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3376_2534,4.19E-16,5.32E-16,7.76E-08,9.06E-08,5.08E-16,1.74E-15,5.13E-16,0.918265462,139.2247162,0.975361088,5.55E-08,5.81E-08,5.81E-08,5.98E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3558_2536,4.15E-16,5.29E-16,7.73E-08,9.23E-08,4.92E-16,1.69E-15,5.32E-16,0.906290845,138.8022766,0.973436161,5.73E-08,5.90E-08,5.81E-08,5.81E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3934_2536,4.29E-16,5.45E-16,7.90E-08,9.40E-08,5.00E-16,1.75E-15,5.52E-16,0.93041389,142.8659058,0.969446738,5.73E-08,5.64E-08,5.81E-08,5.90E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3190_2536,3.61E-16,4.68E-16,7.29E-08,8.54E-08,4.19E-16,1.50E-15,4.56E-16,0.9668622,151.0333099,0.969607843,5.81E-08,5.90E-08,5.81E-08,5.81E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3464_2538,4.22E-16,5.40E-16,8.12E-08,9.57E-08,5.19E-16,1.73E-15,5.70E-16,0.93574394,135.3279419,0.952970297,5.81E-08,5.98E-08,5.81E-08,5.73E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3654_2536,3.76E-16,4.85E-16,7.41E-08,8.72E-08,4.50E-16,1.54E-15,4.75E-16,0.935877517,118.2365341,0.965323336,5.73E-08,5.81E-08,5.81E-08,6.15E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3744_2540,4.01E-16,5.14E-16,7.71E-08,9.06E-08,4.75E-16,1.64E-15,5.13E-16,0.940372877,159.4202728,0.96572935,5.90E-08,5.90E-08,5.81E-08,5.81E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 4024_2538,3.64E-16,4.70E-16,7.24E-08,8.54E-08,4.45E-16,1.50E-15,4.56E-16,0.919035661,126.3838272,0.969814995,5.64E-08,5.81E-08,5.81E-08,6.07E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 916_2608,4.16E-16,5.29E-16,7.68E-08,9.23E-08,4.66E-16,1.70E-15,5.27E-16,0.972360895,167.2484436,0.976843911,5.55E-08,5.81E-08,5.81E-08,6.07E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1190_2610,4.29E-16,5.43E-16,7.83E-08,9.23E-08,4.93E-16,1.78E-15,5.32E-16,0.953200568,5.689011097,0.975893599,5.73E-08,5.81E-08,5.81E-08,5.81E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1284_2610,4.47E-16,5.66E-16,8.12E-08,9.57E-08,5.22E-16,1.83E-15,5.72E-16,0.968174029,163.4415894,0.964566929,5.98E-08,5.81E-08,5.81E-08,5.73E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1564_2608,4.56E-16,5.78E-16,8.31E-08,9.91E-08,5.50E-16,1.86E-15,5.93E-16,0.916469568,18.99971008,0.962962963,5.81E-08,5.90E-08,5.81E-08,6.07E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1006_2610,3.92E-16,5.02E-16,7.54E-08,8.89E-08,4.59E-16,1.60E-15,4.94E-16,0.929580249,151.3345795,0.972801451,5.64E-08,5.81E-08,5.81E-08,5.90E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1658_2612,4.19E-16,5.34E-16,7.88E-08,9.23E-08,4.98E-16,1.71E-15,5.32E-16,0.953781612,167.6662598,0.963865546,5.64E-08,5.73E-08,5.81E-08,5.90E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1750_2612,4.06E-16,5.21E-16,7.78E-08,9.23E-08,5.05E-16,1.66E-15,5.32E-16,0.905689988,148.7102051,0.958656331,5.73E-08,5.73E-08,5.81E-08,5.81E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2120_2610,4.14E-16,5.32E-16,7.92E-08,9.57E-08,4.97E-16,1.67E-15,5.27E-16,0.941195744,0.301982433,0.964316058,5.73E-08,5.90E-08,5.81E-08,5.81E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 260_2612,3.83E-16,4.91E-16,7.39E-08,8.54E-08,4.89E-16,1.61E-15,4.56E-16,0.909329902,147.5660706,0.977632805,5.98E-08,5.90E-08,5.81E-08,5.73E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 352_2614,3.85E-16,4.94E-16,7.51E-08,8.72E-08,4.43E-16,1.59E-15,4.75E-16,0.946166321,172.9071655,0.966086159,6.07E-08,5.81E-08,5.81E-08,5.73E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 448_2612,3.98E-16,5.08E-16,7.49E-08,8.89E-08,4.45E-16,1.63E-15,4.94E-16,0.966288094,14.34994221,0.977578475,5.73E-08,5.81E-08,5.81E-08,5.98E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 540_2612,4.21E-16,5.37E-16,7.85E-08,9.40E-08,4.86E-16,1.71E-15,5.50E-16,0.938787766,177.4100037,0.966471081,5.90E-08,5.98E-08,5.81E-08,5.81E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 820_2612,4.50E-16,5.67E-16,8.10E-08,9.40E-08,5.20E-16,1.86E-15,5.52E-16,0.933525189,164.0423126,0.971608833,5.81E-08,5.90E-08,5.81E-08,5.90E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1468_2614,3.89E-16,5.01E-16,7.61E-08,9.06E-08,4.75E-16,1.58E-15,5.02E-16,0.918930787,140.7863159,0.963800905,5.81E-08,5.90E-08,5.81E-08,5.81E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1842_2612,4.31E-16,5.48E-16,7.97E-08,9.57E-08,5.03E-16,1.73E-15,5.57E-16,0.923281461,172.1106567,0.965630115,5.73E-08,5.98E-08,5.81E-08,5.98E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2026_2614,4.06E-16,5.19E-16,7.71E-08,9.06E-08,4.87E-16,1.66E-15,5.11E-16,0.905750909,174.9292603,0.969512195,6.07E-08,5.90E-08,5.81E-08,5.81E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2216_2612,4.18E-16,5.34E-16,7.85E-08,9.40E-08,5.01E-16,1.72E-15,5.51E-16,0.939558316,157.6739044,0.966244726,5.73E-08,5.90E-08,5.81E-08,5.90E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2496_2612,4.11E-16,5.26E-16,7.88E-08,9.23E-08,4.80E-16,1.70E-15,5.19E-16,0.932178268,162.5488129,0.954276037,5.73E-08,5.90E-08,5.81E-08,5.98E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2586_2614,3.65E-16,4.77E-16,7.51E-08,9.06E-08,4.70E-16,1.50E-15,4.86E-16,0.899690235,163.0936279,0.953333333,5.81E-08,5.73E-08,5.81E-08,5.98E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2678_2612,4.11E-16,5.24E-16,7.76E-08,9.06E-08,4.72E-16,1.69E-15,5.13E-16,0.928571223,164.5623932,0.970689655,5.90E-08,5.90E-08,5.81E-08,5.81E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2772_2614,3.78E-16,4.88E-16,7.49E-08,8.89E-08,4.33E-16,1.54E-15,4.94E-16,0.970691756,142.9322662,0.961931291,5.81E-08,5.90E-08,5.81E-08,5.81E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2862_2612,3.76E-16,4.83E-16,7.32E-08,8.37E-08,4.60E-16,1.59E-15,4.38E-16,0.86857051,170.1641083,0.977251185,5.98E-08,6.15E-08,5.81E-08,5.73E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2958_2614,3.80E-16,4.88E-16,7.39E-08,8.54E-08,4.44E-16,1.59E-15,4.56E-16,0.941592149,161.1735229,0.976547842,5.55E-08,5.81E-08,5.81E-08,5.81E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3050_2612,4.07E-16,5.22E-16,7.83E-08,9.23E-08,4.85E-16,1.66E-15,5.32E-16,0.941459304,143.5466919,0.955479452,5.73E-08,5.90E-08,5.81E-08,5.98E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3422_2614,4.06E-16,5.19E-16,7.71E-08,9.06E-08,4.63E-16,1.65E-15,5.13E-16,0.960969342,69.04594421,0.967826087,5.55E-08,5.81E-08,5.81E-08,6.07E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 76_2614,4.18E-16,5.33E-16,7.80E-08,9.40E-08,4.86E-16,1.69E-15,5.32E-16,0.939302728,143.7682343,0.971186441,5.73E-08,5.98E-08,5.81E-08,5.90E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 168_2614,3.93E-16,5.02E-16,7.51E-08,8.72E-08,4.61E-16,1.65E-15,4.75E-16,0.929678426,162.1212463,0.974637681,6.07E-08,5.90E-08,5.81E-08,5.81E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 634_2614,4.28E-16,5.44E-16,7.90E-08,9.40E-08,4.96E-16,1.74E-15,5.52E-16,0.954734144,163.9759521,0.963815789,5.81E-08,5.81E-08,5.81E-08,5.90E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 724_2614,3.83E-16,4.91E-16,7.41E-08,8.72E-08,4.53E-16,1.56E-15,4.73E-16,0.932383919,12.13544655,0.974883721,5.98E-08,6.07E-08,5.81E-08,5.81E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1100_2616,4.15E-16,5.29E-16,7.76E-08,9.06E-08,5.05E-16,1.70E-15,5.13E-16,0.913231535,165.3584137,0.974315068,5.73E-08,5.64E-08,5.81E-08,5.90E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1378_2616,3.71E-16,4.79E-16,7.36E-08,8.72E-08,4.33E-16,1.54E-15,4.75E-16,0.959637472,139.293335,0.965746908,5.55E-08,5.73E-08,5.81E-08,5.90E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2306_2616,4.13E-16,5.29E-16,7.85E-08,9.40E-08,4.85E-16,1.67E-15,5.42E-16,0.905718935,156.1677246,0.959287532,5.73E-08,5.73E-08,5.81E-08,5.81E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3144_2616,3.41E-16,4.45E-16,7.10E-08,8.20E-08,4.05E-16,1.43E-15,4.21E-16,0.935260968,153.339325,0.963880289,5.90E-08,5.73E-08,5.81E-08,5.90E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3326_2614,4.03E-16,5.17E-16,7.73E-08,9.23E-08,4.69E-16,1.65E-15,5.32E-16,0.938072817,139.8592377,0.959165943,5.98E-08,5.98E-08,5.81E-08,5.81E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3514_2614,3.39E-16,4.42E-16,7.05E-08,8.20E-08,4.09E-16,1.41E-15,4.20E-16,0.927091638,169.4102173,0.971757322,5.90E-08,5.98E-08,5.81E-08,6.07E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3606_2616,3.81E-16,4.91E-16,7.49E-08,8.89E-08,4.45E-16,1.55E-15,4.75E-16,0.934947862,130.6685791,0.965772433,5.90E-08,5.90E-08,5.81E-08,5.81E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3700_2616,4.11E-16,5.24E-16,7.71E-08,9.06E-08,5.05E-16,1.68E-15,5.13E-16,0.89391818,151.9237671,0.971502591,5.73E-08,5.81E-08,5.81E-08,5.81E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1932_2618,4.65E-16,5.87E-16,8.36E-08,9.91E-08,5.50E-16,1.87E-15,5.93E-16,0.96530719,121.6195145,0.964393939,5.90E-08,5.73E-08,5.81E-08,5.64E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 2398_2618,4.00E-16,5.13E-16,7.71E-08,9.06E-08,4.77E-16,1.65E-15,5.13E-16,0.93281006,154.693161,0.96397188,5.90E-08,5.90E-08,5.81E-08,5.81E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3234_2618,4.00E-16,5.12E-16,7.74E-08,8.89E-08,4.83E-16,1.65E-15,4.94E-16,0.939063104,148.1240997,0.959684487,5.73E-08,5.64E-08,5.81E-08,5.98E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3790_2616,4.12E-16,5.26E-16,7.78E-08,9.23E-08,4.77E-16,1.67E-15,5.32E-16,0.931521658,133.4371643,0.966609589,5.73E-08,5.90E-08,5.81E-08,5.90E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3886_2620,4.06E-16,5.21E-16,7.78E-08,9.23E-08,4.96E-16,1.65E-15,5.14E-16,0.903141909,143.282486,0.964471404,5.81E-08,5.81E-08,5.81E-08,5.81E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 3976_2620,4.37E-16,5.53E-16,7.95E-08,9.40E-08,5.15E-16,1.78E-15,5.52E-16,0.932634634,121.337738,0.973170732,5.81E-08,6.07E-08,5.81E-08,5.81E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 960_2688,3.91E-16,5.01E-16,7.51E-08,8.72E-08,4.48E-16,1.63E-15,4.75E-16,0.990075995,120.2606964,0.971894832,5.81E-08,5.90E-08,5.81E-08,5.98E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 678_2692,3.64E-16,4.69E-16,7.27E-08,8.37E-08,4.19E-16,1.49E-15,4.38E-16,0.957428607,146.3282166,0.97265625,5.98E-08,5.81E-08,5.81E-08,5.73E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1422_2690,3.88E-16,4.97E-16,7.51E-08,8.72E-08,4.65E-16,1.60E-15,4.75E-16,0.919407985,153.9585266,0.970749543,5.81E-08,5.90E-08,5.81E-08,5.98E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 402_2694,4.32E-16,5.48E-16,7.90E-08,9.40E-08,5.01E-16,1.75E-15,5.52E-16,0.925107775,157.7607574,0.972839506,5.55E-08,5.64E-08,5.81E-08,5.90E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 772_2694,3.93E-16,5.02E-16,7.51E-08,8.72E-08,4.71E-16,1.64E-15,4.75E-16,0.921685003,157.4549255,0.974637681,5.81E-08,5.90E-08,5.81E-08,5.81E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 866_2692,3.82E-16,4.94E-16,7.61E-08,9.06E-08,4.35E-16,1.55E-15,4.94E-16,0.96280263,141.3126373,0.957038391,5.64E-08,5.81E-08,5.81E-08,5.90E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1052_2694,4.06E-16,5.20E-16,7.73E-08,9.23E-08,4.62E-16,1.64E-15,5.31E-16,0.959776155,134.5097046,0.963604853,5.73E-08,5.90E-08,5.81E-08,5.81E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1142_2694,3.54E-16,4.59E-16,7.12E-08,8.37E-08,4.18E-16,1.46E-15,4.38E-16,0.935301469,103.2185364,0.971971972,5.81E-08,5.81E-08,5.81E-08,5.81E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1236_2694,4.51E-16,5.68E-16,8.00E-08,9.40E-08,5.00E-16,1.85E-15,5.52E-16,0.958864618,178.6046753,0.976303318,5.81E-08,5.73E-08,5.81E-08,5.90E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1328_2692,3.99E-16,5.11E-16,7.61E-08,9.06E-08,4.62E-16,1.64E-15,5.13E-16,0.958241527,6.235445499,0.965547703,5.90E-08,5.90E-08,5.81E-08,5.81E-08
OneDrive_MicronDRAM_Middle_20210121_DMprecision_Run01_Die(-3_2)(0_2)_01, 1520_2694,4.09E-16,5.22E-16,7.71E-08,9.06E-08,4.73E-16,1.67E-15,5.13E-16,0.980574335,113.2049408,0.970562771,5.55E-08,5.64E-08,5.81E-08,5.81E-08
